"country","SFTGcode","COW","risk_in_2021","risk_in_2021_22","anymk.ongoing","anymk.ever","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","countryage.ln","popsize.ln.combined","imr.sqrt","gdppcgrowth.combined","ios.iccpr1","includesnonstate","minorityrule","elf.ethnic","battledeaths.ln","candidaterestriction","partyban","judicialreform","religiousfreedom","pol_killing_approved","freemove_men4","freemove_women4","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","ses_power_dist","tradeshare.ln.combined","coup.try.5yr"
"Bahrain","BAH",692,0.0052,0.008659,0,0,0,0,0,1,0,3.91202300542815,14.3470695522212,2.42899156029822,-5.81468342829542,0,1,1,0.5,0,0,2,1,1,0,0,0,0.292,1,0,0,1,-2.092,4.95835442286462,0
"Turkmenistan","TKM",701,0.005097,0.006132,0,0,0,0,0,0,1,3.40119738166216,15.612454398419,6.02494813255683,0.065,1,1,1,0.39,0,1,0,1,1,0,0,0,0.134,0,1,0,1,-1.469,3.55990037364918,0
"Malaysia","MAL",820,0.004995,0.008119,0,0,0,1,0,0,0,4.15888308335967,17.2926189852657,2.70185121722126,-5.58774467806195,0,1,1,0.59,0,1,4,2,2,0,1,1,0.584,0,0,0,1,0.534,4.75792186211784,0
"El Salvador","SAL",92,0.004811,0.007192,0,1,0,0,0,0,0,5.19295685089021,15.6851875551935,3.37638860322683,-7.94398461326071,1,1,0,0.2,0,1,4,1,4,0,0,0,0.637,0,1,0,0,-0.527,4.24027618374287,0
"Mauritania","MAA",435,0.004751,0.00747,0,0,1,0,0,0,0,4.11087386417331,15.3523046566107,7.07813534767456,-1.48848721412935,0,1,1,0.62,0,1,3,1,2,0,1,1,0.812,0,0,0,1,-1.535,4.50723644294091,0
"Bolivia","BOL",145,0.00475,0.006784,0,0,0,0,0,0,0,5.27811465923052,16.2727915249973,4.60434577328854,-7.82328995009992,1,1,0,0.74,0,0,4,1,4,0,1,1,0.67,0,0,0,1,0.926,4.03242140431637,0
"Saudi Arabia","SAU",670,0.004722,0.007328,0,0,0,0,0,1,0,4.48863636973214,17.3655263423853,2.38746727726266,-4.10658341159909,0,1,1,0.18,0,1,0,1,0,0,0,0,0.179,1,1,0,1,-1.235,3.92399860580939,0
"Tunisia","TUN",616,0.004568,0.006622,0,0,0,0,0,1,0,4.17438726989564,16.2851866426327,3.80788655293195,-8.60031028272616,1,1,0,0.04,0,1,4,2,3,0,1,1,0.79,0,0,0,0,1.529,4.68133566811414,0
"Benin","BEN",434,0.004557,0.00676,0,0,1,0,0,0,0,4.11087386417331,16.3106313651863,7.68114574786861,3.84879240030133,1,1,0,0.79,0,1,4,1,4,0,1,1,0.696,0,1,0,0,0.972,3.80294968085916,0
"Canada","CAN",20,0.004373,0.006067,0,0,0,0,0,0,0,5.03695260241363,17.4532345502966,2.04939015319192,-5.40279855256868,1,1,0,0.71,0,1,4,1,4,0,1,1,0.954,0,0,0,0,1.754,4.09389105392381,0
"United States of America","USA",2,0.004373,0.007539,0,0,0,0,0,0,0,5.47227067367148,19.6130387256169,2.36643191323985,-3.4861395571143,0,1,0,0.49,0,1,4,1,4,0,1,1,0.938,0,1,0,0,0.893,3.27010701295332,0
"Jordan","JOR",663,0.004346,0.0092,0,1,0,0,0,1,0,4.31748811353631,16.1382060740178,3.66060104354463,-1.5513843252939,0,1,0,0.59,0,1,4,1,2,0,1,0,0.698,0,1,0,1,0.657,4.18009284825553,0
"United Arab Emirates","UAE",696,0.004251,0.006642,0,0,0,0,0,1,0,3.91202300542815,16.1070751476749,2.5298221281347,1.67772037080395,0,1,1,0.63,0,1,0,1,3,0,0,0,0.401,0,1,0,1,-0.911,5.08100734757914,0
"Guinea-Bissau","GNB",404,0.004236,0.005654,0,0,1,0,0,0,0,3.85014760171006,14.4925273403337,7.23187389270582,-2.39999999921721,1,1,0,0.81,0,1,3,1,4,0,1,1,0.799,0,0,0,1,-0.249,3.77587883954095,0
"Swaziland","SWA",572,0.003982,0.004388,0,0,1,0,0,0,0,3.97029191355212,13.9640719323998,6.21288982680363,-1.63702750696856,0,1,1,0.06,0,1,0,1,3,0,0,0,0.158,0,0,0,1,-0.798,4.48967246973919,0
"Namibia","NAM",565,0.003887,0.005321,0,0,1,0,0,0,0,3.43398720448515,14.7480352039046,5.54075807087803,-7.98354382508364,1,1,0,0.63,0,1,4,1,4,0,1,1,0.853,0,0,0,1,0.655,4.31089124374724,0
"Belarus","BLR",370,0.003825,0.004818,0,0,0,0,1,0,0,3.40119738166216,16.0560990696858,1.54919333848297,-0.900000000246891,1,1,0,0.32,0,1,4,1,2,0,0,0,0.08,0,1,0,0,1.76,4.79316191278517,0
"Lebanon","LEB",660,0.003665,0.006136,0,0,0,0,0,1,0,4.35670882668959,15.7361676588431,2.48997991959775,-20.2999931945589,0,1,0,0.13,0,1,4,1,4,0,1,0,0.805,0,0,0,1,-0.844,4.27282483790286,0
"Cuba","CUB",40,0.003603,0.004902,0,1,0,0,0,0,0,5.03043792139244,16.2426659123104,1.94935886896179,0.016,0,1,0,0.59,0,1,0,1,3,0,0,0,0.112,0,1,0,1,2.025,3.29907075253221,0
"Djibouti","DJI",522,0.003594,0.004329,0,0,1,0,0,0,0,3.78418963391826,13.8034400010195,6.95701085237043,0.499999999999986,1,1,0,0.8,0,0,3,1,3,0,1,0,0.544,0,0,0,1,-0.478,5.68281457667649,0
"Bosnia and Herzegovina","BOS",346,0.003582,0.004972,0,1,0,0,1,0,0,3.36729582998647,15.0036024251051,2.25831795812724,-4.32734580579653,1,1,0,0.63,0,1,4,1,3,0,1,0,0.599,0,0,0,1,0.541,4.42189726101137,0
"Honduras","HON",91,0.003371,0.004354,0,0,0,0,0,0,0,5.20948615284142,16.1085106613599,3.80788655293195,-8.96476018404584,1,1,0,0.19,0,1,4,1,4,0,1,1,0.835,0,0,0,1,-1.462,4.45147976309439,0
"Croatia","CRO",344,0.00336,0.004582,0,0,0,0,1,0,0,3.40119738166216,15.2135358419599,2.02484567313166,-8.36737821725714,1,1,0,0.37,0,1,4,1,4,0,0,1,0.838,0,1,0,1,0.625,4.50593680289802,0
"Botswana","BOT",571,0.00329,0.00464,0,0,1,0,0,0,0,4.00733318523247,14.6706171365134,5.68330889535313,-7.89305358895749,0,1,0,0.41,0,0,4,1,4,0,1,1,0.91,0,0,0,0,0.461,4.33114515169337,0
"Paraguay","PAR",150,0.003162,0.003913,0,0,0,0,0,0,0,5.34710753071747,15.7801765681598,4.07430975749267,-0.999999999994245,1,1,1,0.17,0,1,4,1,4,0,1,1,0.815,0,0,0,1,-0.16,4.17849435973907,0
"Australia","AUL",900,0.003082,0.003708,0,0,0,1,0,0,0,4.78749174278205,17.0614971814479,1.7606816861659,-0.284839297785609,1,1,0,0.09,0,1,4,1,4,0,1,1,0.961,0,0,0,0,0.827,3.7836861605114,0
"Kazakhstan","KZK",705,0.003082,0.004476,0,0,0,0,0,0,1,3.40119738166216,16.746941082348,3.04959013639538,-2.60000000027189,1,1,1,0.62,0,1,3,1,2,0,1,1,0.486,0,1,0,1,-0.702,4.17220977089154,0
"Panama","PAN",95,0.002937,0.003554,0,0,0,0,0,0,0,4.77068462446567,15.2775541151214,3.57770876399966,-17.9493316725846,1,1,0,0.55,0,1,4,1,4,0,1,1,0.816,0,0,0,0,0.033,4.43276428487807,0
"Moldova","MLD",359,0.002911,0.00325,0,0,0,0,1,0,0,3.40119738166216,14.7778524683136,3.5213633723318,-6.96904629575548,1,1,0,0.55,0,1,4,1,4,0,1,0,0.875,0,0,0,0,0.206,4.34368300935277,0
"Kuwait","KUW",690,0.002905,0.004035,0,0,0,0,0,1,0,4.0943445622221,15.2672562266304,2.60768096208106,0.412348552959656,0,1,0,0.66,0,0,1,1,3,0,1,0,0.474,0,0,0,1,-0.108,4.58683251644742,0
"South Korea","ROK",732,0.002884,0.003958,0,1,0,1,0,0,0,4.29045944114839,17.7625257141487,1.6431676725155,-0.957766223525297,1,1,0,0,0,1,4,2,4,0,1,1,0.921,0,1,0,0,1.148,4.24961431792295,0
"Germany","GER",255,0.002855,0.003625,0,0,0,0,1,0,0,3.43398720448515,18.2372448665337,1.78885438199983,-4.89654544989574,1,1,0,0.17,0,1,4,1,4,0,1,1,0.975,0,1,0,0,1.745,4.40444960610374,0
"Ecuador","ECU",130,0.002716,0.003695,0,0,0,0,0,0,0,5.25227342804663,16.6858530628866,3.46410161513775,-7.75012337710913,1,1,0,0.66,0,1,4,1,4,0,1,1,0.966,0,1,0,1,1.11,3.7678296730704,0
"Poland","POL",290,0.002676,0.003804,0,1,0,0,1,0,0,4.63472898822964,17.4518011946524,1.94935886896179,-2.70170919482509,1,1,0,0.12,0,1,4,0,4,0,1,1,0.822,0,1,0,0,1.438,4.6492308454688,0
"Trinidad and Tobago","TRI",52,0.002635,0.003156,0,0,0,0,0,0,0,4.07753744390572,14.1516191570488,3.96232255123179,-7.83187649658342,1,1,0,0.65,0,1,4,1,4,0,1,1,0.908,0,0,0,1,0.867,-0.273321998475972,0
"Lesotho","LES",570,0.002616,0.00311,0,0,1,0,0,0,0,4.00733318523247,14.5773681701288,8.2522724143111,-11.0609937385315,1,1,0,0.26,0,0,4,1,4,0,1,1,0.848,0,1,0,0,0.995,4.93194560655064,0
"Jamaica","JAM",51,0.002594,0.002909,0,0,0,0,0,0,0,4.07753744390572,14.901091979128,3.44963766213207,-10.2,1,1,0,0.41,0,1,4,1,4,0,1,1,0.968,0,0,0,0,1.539,4.49952637548116,0
"Romania","RUM",360,0.002582,0.003665,0,1,0,0,1,0,0,4.969813299576,16.7748963797154,2.38746727726266,-3.85937359255286,1,1,0,0.31,0,1,4,1,4,0,1,1,0.894,0,1,0,0,0.051,4.36918404943031,0
"The Gambia","GAM",420,0.002562,0.00346,0,0,1,0,0,0,0,4.02535169073515,14.6978986347139,5.9916608715781,0,1,1,0,0.79,0,0,4,1,4,0,1,1,0.781,0,1,0,1,1.112,4.01707993899186,0
"Fiji","FJI",950,0.002505,0.003253,0,0,0,1,0,0,0,3.93182563272433,13.7061911049341,4.65832587954085,-19.0487564856799,0,1,0,0.55,0,1,4,1,4,0,1,1,0.513,0,0,0,1,1.522,4.28325089002619,0
"Chile","CHL",155,0.002438,0.003338,0,1,0,0,0,0,0,5.31320597904179,16.7660471718701,2.44948974278318,-5.77150166876176,1,1,0,0.19,0,1,4,1,4,0,1,1,0.976,0,1,0,0,0.775,4.05771232349257,0
"Slovenia","SLV",349,0.002436,0.002723,0,0,0,0,1,0,0,3.40119738166216,14.5575079008937,1.30384048104053,-5.53220784505318,1,1,0,0.22,0,1,4,1,4,0,0,0,0.755,0,1,0,0,1.152,4.99407999263063,0
"Montenegro","MNE",341,0.002367,0.002845,0,0,0,0,1,0,0,2.70805020110221,13.3402418927095,1.4142135623731,-15.158984433142,1,1,0,0.7,0,1,4,1,3,0,0,0,0.841,0,1,0,1,0.55,4.45762846403693,0
"Mauritius","MAS",590,0.002354,0.002877,0,0,1,0,0,0,0,3.97029191355212,14.0511674893467,3.78153408023781,-14.867831289276,1,1,0,0.46,0,0,4,1,4,0,1,1,0.836,0,0,0,1,0.377,4.36589952458641,0
"United Kingdom","UKG",200,0.002306,0.00325,0,0,0,0,1,0,0,6.18414889093748,18.023411354007,1.92353840616713,-9.79024036173693,0,1,0,0.12,0,1,4,1,4,0,1,1,0.97,0,1,0,0,1.04,4.00897742046223,0
"Armenia","ARM",371,0.002299,0.002509,0,0,0,0,1,0,0,3.40119738166216,14.9017917974502,3.24037034920393,-7.59999999999999,1,1,0,0.13,0,0,4,0,3,0,1,1,0.935,0,0,0,0,0.542,4.24931330453248,0
"Italy","ITA",325,0.002289,0.002764,0,0,0,0,1,0,0,5.07517381523383,17.9023944081588,1.6431676725155,-8.87114634766792,1,1,0,0.11,0,1,4,1,4,0,1,1,0.981,0,1,0,0,2.001,4.01309882702559,0
"Japan","JPN",740,0.00227,0.00321,0,0,0,1,0,0,0,7.21597500265147,18.6504901966975,1.34164078649987,0.654151650312727,0,1,0,0.01,0,1,4,1,4,0,1,1,0.874,0,1,0,0,1.406,3.55332297946561,0
"Spain","SPN",230,0.002248,0.002848,0,0,0,0,1,0,0,6.2709884318583,17.6731104710298,1.61245154965971,-10.8389473393255,1,1,0,0.42,0,1,4,1,4,0,1,1,0.891,0,1,0,0,1.41,4.09054279985485,0
"Georgia","GRG",372,0.002238,0.003089,0,1,0,0,1,0,0,3.40119738166216,15.1276200208948,2.91547594742265,-6.15967292756974,1,1,0,0.49,0,0,4,1,3,0,1,1,0.975,0,1,0,1,0.864,4.53548433473794,0
"France","FRN",220,0.002184,0.002666,0,0,0,0,1,0,0,7.07157336421153,18.0260306719399,1.94935886896179,-8.11490709749263,1,1,0,0.1,0,1,4,1,4,0,1,1,0.952,0,1,0,0,1.468,4.06562911263222,0
"Israel","ISR",666,0.002158,0.003548,0,0,0,0,0,1,0,4.29045944114839,16.0365493133998,1.73205080756888,-2.43998591588895,0,1,0,0.34,0,1,4,1,4,0,1,1,0.929,0,1,0,0,0.759,3.95711914483756,0
"Bulgaria","BUL",355,0.00205,0.002724,0,1,0,0,1,0,0,4.96284463025991,15.7509789525805,2.36643191323985,-4.15370282988493,1,1,0,0.4,0,1,4,1,4,0,1,1,0.852,0,1,0,0,0.675,4.70568357181934,0
"Serbia","SRB",345,0.002014,0.002506,0,0,0,0,1,0,0,2.70805020110221,15.7482231438955,2.14476105895272,-0.979714616234148,1,1,0,0.57,0,1,4,1,4,0,1,1,0.739,0,1,0,1,0.567,4.6528132340786,0
"Hungary","HUN",310,0.001959,0.002646,0,1,0,0,1,0,0,5.14749447681345,16.0927535349863,1.73205080756888,-4.95674851669689,1,1,0,0.15,0,1,4,1,4,0,1,1,0.765,0,1,0,1,0.648,5.05732514435098,0
"Belgium","BEL",211,0.001757,0.002063,0,0,0,0,1,0,0,5.25227342804663,16.2627150809628,1.6431676725155,-6.28392995127165,1,1,0,0.56,0,1,4,1,4,0,1,1,0.954,0,1,0,0,1.856,5.07957033490625,0
"Czech Republic","CZR",316,0.001748,0.001984,0,0,0,0,1,0,0,3.3322045101752,16.1856511165389,1.58113883008419,-5.60230376385736,1,1,0,0.32,0,1,4,1,4,0,1,1,0.986,0,1,0,0,1.065,4.91329517375317,0
"Mongolia","MON",712,0.001734,0.001957,0,0,0,1,0,0,0,4.70048036579242,15.0028331130252,3.66060104354463,-5.33555201697223,1,1,0,0.37,0,1,4,2,4,0,1,1,0.976,0,1,0,1,0.8,4.7320343266845,0
"Albania","ALB",339,0.001671,0.002059,0,1,0,0,1,0,0,4.69134788222914,14.8585195758715,2.93257565972304,-3.31123944391327,1,1,0,0.22,0,1,4,1,4,0,1,1,0.877,0,1,0,0,-0.291,4.11628336928946,0
"Qatar","QAT",694,0.001632,0.002186,0,0,0,0,0,1,0,3.91202300542815,14.8736688399519,2.36643191323985,-3.66783552589879,0,1,1,0.75,0,0,1,1,1,0,1,0,0.173,0,1,0,1,-1.704,4.50335550713034,0
"Netherlands","NTH",210,0.001623,0.001796,0,0,0,0,1,0,0,6.11589212548303,16.6743422839456,1.87082869338697,-3.74132823489657,1,1,0,0.11,0,1,4,1,4,0,1,1,0.963,0,1,0,0,1.796,4.99141436202291,0
"Switzerland","SWZ",225,0.001544,0.002024,0,0,0,0,1,0,0,6.59304453414244,15.9715538169719,1.89736659610103,-2.87025191142793,0,1,0,0.53,0,1,4,1,4,0,1,1,0.97,0,1,0,0,1.231,4.75372040267139,0
"Greece","GRC",350,0.001524,0.001635,0,0,0,0,1,0,0,5.24174701505964,16.1872064221615,1.8165902124585,-8.24773611483073,1,1,0,0.16,0,1,4,1,3,0,1,1,0.945,0,1,0,0,2.237,4.26728167622849,0
"New Zealand","NEW",920,0.001523,0.001754,0,0,0,1,0,0,0,4.7361984483945,15.4416679182051,1.97484176581315,0.981029012861896,1,1,0,0.4,0,1,4,1,4,0,1,1,0.981,0,1,0,1,1.118,3.99068074754374,0
"Singapore","SIN",830,0.001518,0.001992,0,0,0,1,0,0,0,4.02535169073515,15.5534836275991,1.44913767461894,-5.39102140610559,0,1,1,0.39,0,0,4,1,3,0,1,1,0.499,0,1,0,1,0.991,5.77008042762268,0
"Macedonia","MAC",343,0.001509,0.001737,0,0,0,0,1,0,0,3.40119738166216,14.5708162421657,2.7367864366808,0,1,1,0,0.5,0,1,4,1,4,0,1,1,0.776,0,1,0,1,-0.467,-1.03691204015754,0
"Slovakia","SLO",317,0.001504,0.001635,0,0,0,0,1,0,0,3.3322045101752,15.5127444894759,2.16794833886788,-4.7543253411001,1,1,0,0.25,0,1,4,0,3,0,1,1,0.953,0,1,0,0,1.386,5.13935709172748,0
"Bhutan","BHU",760,0.001497,0.001841,0,0,0,0,0,0,1,4.91265488573605,13.5562371119923,4.87852436706019,-6.77210161101478,0,1,0,0.6,0,1,3,1,2,0,1,1,0.676,0,1,0,0,1.528,4.43507955661547,0
"Guyana","GUY",110,0.001496,0.00158,0,0,0,0,0,0,0,4.00733318523247,13.5754230145601,4.93963561409139,43.4795146332261,1,1,0,0.62,0,0,4,1,4,0,1,1,0.943,0,1,0,0,0.9,4.37048230994165,0
"Oman","OMA",698,0.001485,0.001786,0,0,0,0,0,1,0,5.91620206260744,15.4460486868341,3.13049516849971,0.499999999999986,0,1,0,0.44,0,1,0,1,3,0,1,0,0.307,0,1,0,1,-0.874,4.49984215414535,0
"Costa Rica","COS",94,0.001459,0.001571,0,0,0,0,0,0,0,5.29831736654804,15.4435963135409,2.73861278752583,-4.53996591674169,1,1,0,0.24,0,1,4,1,4,0,1,1,0.965,0,1,0,0,0.631,4.08659228959706,0
"Austria","AUS",305,0.001451,0.001542,0,0,0,0,1,0,0,4.63472898822964,16.0034931146475,1.67332005306815,-6.59041042539226,1,1,0,0.11,0,1,4,1,3,0,1,1,0.978,0,1,0,0,1.268,4.61979892618006,0
"Cyprus","CYP",352,0.001431,0.001329,0,0,0,0,1,0,0,4.11087386417331,14.0039475440111,1.34164078649987,-5.10347951905253,1,1,0,0.09,0,1,4,2,4,0,1,1,0.939,0,0,0,0,1.852,4.95246618570118,0
"Latvia","LAT",367,0.001373,0.001507,0,0,0,0,1,0,0,3.40119738166216,14.4581788492609,1.7606816861659,-3.62368391569032,1,1,0,0.59,0,1,4,2,4,0,1,1,0.975,0,1,0,1,1.177,4.78244754357499,0
"Portugal","POR",235,0.001317,0.001391,0,0,0,0,1,0,0,6.77764659363512,16.1481945015223,1.7606816861659,-7.56361642251464,1,1,0,0.05,0,1,4,1,4,0,1,1,0.981,0,1,0,0,1.158,4.32240406378893,0
"Sweden","SWD",380,0.001312,0.001378,0,0,0,0,1,0,0,6.21060007702465,16.1528295827762,1.44913767461894,-2.81781957242536,1,1,0,0.06,0,1,4,1,4,0,1,1,0.925,0,1,0,0,1.548,4.43178799913773,0
"Uruguay","URU",165,0.001284,0.001341,0,0,0,0,0,0,0,5.27811465923052,15.0607386389302,2.46981780704569,-5.85872124345026,1,1,0,0.25,0,1,4,1,4,0,1,1,0.984,0,1,0,0,0.583,3.83661620727437,0
"Lithuania","LIT",368,0.00126,0.001294,0,0,0,0,1,0,0,3.40119738166216,14.8432353242846,1.73205080756888,-0.871905539751921,1,1,0,0.32,0,1,4,1,4,0,1,1,0.832,0,1,0,0,1.381,4.93083675975386,0
"Ireland","IRE",205,0.001258,0.001278,0,0,0,0,1,0,0,4.59511985013459,15.4238927132829,1.67332005306815,3.41781552662215,1,1,0,0.12,0,1,4,1,4,0,1,1,0.978,0,1,0,0,1.811,5.41749411408461,0
"Finland","FIN",375,0.001244,0.001265,0,0,0,0,1,0,0,4.63472898822964,15.5258283831301,1.37840487520902,-2.7735767057801,1,1,0,0.13,0,1,4,1,4,0,1,1,0.975,0,1,0,0,2.013,4.26738659203387,0
"Norway","NOR",385,0.001202,0.001196,0,0,0,0,1,0,0,4.75359019110636,15.4981013437333,1.4142135623731,-0.762477535422946,1,1,0,0.06,0,1,4,1,4,0,1,1,0.914,0,1,0,0,2.38,4.17899866391162,0
"Denmark","DEN",390,0.001143,0.001154,0,0,0,0,1,0,0,6.96224346426621,15.578768352661,1.78885438199983,-2.73328894458554,1,1,0,0.08,0,1,4,1,4,0,1,1,0.982,0,1,0,0,1.831,4.62697508156523,0
"Solomon Islands","SOL",940,0.001142,0.001166,0,0,0,1,0,0,0,3.76120011569356,13.4399119717374,4.09878030638384,-4.31726002703921,0,1,0,0.11,0,1,4,1,4,0,1,0,0.815,0,1,0,0,0.262,4.15467520016243,0
"Estonia","EST",366,0.001066,0.00107,0,0,0,0,1,0,0,3.40119738166216,14.1014839214039,1.37840487520902,-2.9322480563053,1,1,0,0.51,0,1,4,1,4,0,1,1,0.952,0,1,0,0,1.442,4.93804418513298,0
